record_type,analysis_group,mask_condition,control_group,top_k,rows,prompt_runs,mean_value,ci95_low,ci95_high,positive_frac
activation_drop,numeric,answer_mask,source,16,9,9,-2.388888888888889,-10.277777777777779,5.583333333333333,0.3333333333333333
activation_drop,numeric,answer_mask,source,4,9,9,-2.388888888888889,-10.277777777777779,5.583333333333333,0.3333333333333333
activation_drop,numeric,answer_mask,source,8,9,9,-2.388888888888889,-10.277777777777779,5.583333333333333,0.3333333333333333
activation_drop,numeric,shifted_mask,random_active_feature_control,1,9,9,1.7348090277777777,-4.681857638888889,8.292100694444445,0.4444444444444444
activation_drop,numeric,shifted_mask,random_active_feature_control,16,9,9,5.661892361111111,-2.091579861111111,13.95486111111111,0.4444444444444444
activation_drop,numeric,shifted_mask,random_active_feature_control,4,9,9,5.661892361111111,-2.091579861111111,13.95486111111111,0.4444444444444444
activation_drop,numeric,shifted_mask,random_active_feature_control,8,9,9,5.661892361111111,-2.091579861111111,13.95486111111111,0.4444444444444444
activation_drop,numeric,shifted_mask,same_feature_random_position_control,1,9,9,1.7361111111111112,0.15625,3.359375,0.4444444444444444
activation_drop,numeric,shifted_mask,same_feature_random_position_control,16,9,9,14.956597222222221,8.04513888888889,21.958333333333332,0.8888888888888888
activation_drop,numeric,shifted_mask,same_feature_random_position_control,4,9,9,14.956597222222221,8.04513888888889,21.958333333333332,0.8888888888888888
activation_drop,numeric,shifted_mask,same_feature_random_position_control,8,9,9,14.956597222222221,8.04513888888889,21.958333333333332,0.8888888888888888
activation_drop,numeric,shifted_mask,same_position_matched_feature_control,1,9,9,-4.527777777777778,-11.194444444444445,1.8333333333333333,0.3333333333333333
activation_drop,numeric,shifted_mask,same_position_matched_feature_control,16,9,9,-5.027777777777778,-21.555555555555557,11.166666666666666,0.3333333333333333
activation_drop,numeric,shifted_mask,same_position_matched_feature_control,4,9,9,-5.027777777777778,-21.555555555555557,11.166666666666666,0.3333333333333333
activation_drop,numeric,shifted_mask,same_position_matched_feature_control,8,9,9,-5.027777777777778,-21.555555555555557,11.166666666666666,0.3333333333333333
activation_drop,numeric,shifted_mask,source,1,9,9,0.3055555555555556,-3.7777777777777777,4.333333333333333,0.4444444444444444
activation_drop,numeric,shifted_mask,source,16,9,9,2.8333333333333335,-6.305555555555555,12.63888888888889,0.4444444444444444
activation_drop,numeric,shifted_mask,source,4,9,9,2.8333333333333335,-6.305555555555555,12.63888888888889,0.4444444444444444
activation_drop,numeric,shifted_mask,source,8,9,9,2.8333333333333335,-6.305555555555555,12.63888888888889,0.4444444444444444
activation_drop,numeric,shuffled_mask,random_active_feature_control,1,9,9,2.6875,-3.513888888888889,8.909722222222221,0.4444444444444444
activation_drop,numeric,shuffled_mask,random_active_feature_control,16,9,9,6.676215277777778,-0.14583333333333334,14.385416666666666,0.5555555555555556
activation_drop,numeric,shuffled_mask,random_active_feature_control,4,9,9,6.676215277777778,-0.14583333333333334,14.385416666666666,0.5555555555555556
activation_drop,numeric,shuffled_mask,random_active_feature_control,8,9,9,6.676215277777778,-0.14583333333333334,14.385416666666666,0.5555555555555556
activation_drop,numeric,shuffled_mask,same_feature_random_position_control,1,9,9,2.4166666666666665,0.9461805555555556,3.861111111111111,0.5555555555555556
activation_drop,numeric,shuffled_mask,same_feature_random_position_control,16,9,9,7.532986111111111,-1.3993055555555556,17.272569444444443,0.7777777777777778
activation_drop,numeric,shuffled_mask,same_feature_random_position_control,4,9,9,7.532986111111111,-1.3993055555555556,17.272569444444443,0.7777777777777778
activation_drop,numeric,shuffled_mask,same_feature_random_position_control,8,9,9,7.532986111111111,-1.3993055555555556,17.272569444444443,0.7777777777777778
activation_drop,numeric,shuffled_mask,same_position_matched_feature_control,1,9,9,-3.486111111111111,-8.569444444444445,0.7083333333333334,0.4444444444444444
activation_drop,numeric,shuffled_mask,same_position_matched_feature_control,16,9,9,-2.3194444444444446,-15.583333333333334,10.402777777777779,0.5555555555555556
activation_drop,numeric,shuffled_mask,same_position_matched_feature_control,4,9,9,-2.3194444444444446,-15.583333333333334,10.402777777777779,0.5555555555555556
activation_drop,numeric,shuffled_mask,same_position_matched_feature_control,8,9,9,-2.3194444444444446,-15.583333333333334,10.402777777777779,0.5555555555555556
activation_drop,numeric,shuffled_mask,source,1,9,9,2.611111111111111,-0.5555555555555556,6.027777777777778,0.5555555555555556
activation_drop,numeric,shuffled_mask,source,16,9,9,6.416666666666667,-0.7222222222222222,14.63888888888889,0.5555555555555556
activation_drop,numeric,shuffled_mask,source,4,9,9,6.416666666666667,-0.7222222222222222,14.63888888888889,0.5555555555555556
activation_drop,numeric,shuffled_mask,source,8,9,9,6.416666666666667,-0.7222222222222222,14.63888888888889,0.5555555555555556
activation_drop,numeric,union_mask,random_active_feature_control,1,9,9,1.0868055555555556,-5.020833333333333,7.083333333333333,0.4444444444444444
activation_drop,numeric,union_mask,random_active_feature_control,16,9,9,3.4895833333333335,-2.8819444444444446,10.538194444444445,0.4444444444444444
activation_drop,numeric,union_mask,random_active_feature_control,4,9,9,3.4895833333333335,-2.8819444444444446,10.538194444444445,0.4444444444444444
activation_drop,numeric,union_mask,random_active_feature_control,8,9,9,3.4895833333333335,-2.8819444444444446,10.538194444444445,0.4444444444444444
activation_drop,numeric,union_mask,same_feature_random_position_control,1,9,9,1.9513888888888888,0.6684027777777778,3.3472222222222223,0.5555555555555556
activation_drop,numeric,union_mask,same_feature_random_position_control,16,9,9,20.036458333333332,10.690972222222221,29.381944444444443,1.0
activation_drop,numeric,union_mask,same_feature_random_position_control,4,9,9,20.036458333333332,10.690972222222221,29.381944444444443,1.0
activation_drop,numeric,union_mask,same_feature_random_position_control,8,9,9,20.036458333333332,10.690972222222221,29.381944444444443,1.0
activation_drop,numeric,union_mask,same_position_matched_feature_control,1,9,9,-4.652777777777778,-9.666666666666666,-0.1111111111111111,0.3333333333333333
activation_drop,numeric,union_mask,same_position_matched_feature_control,16,9,9,-6.430555555555555,-17.52777777777778,4.055555555555555,0.4444444444444444
activation_drop,numeric,union_mask,same_position_matched_feature_control,4,9,9,-6.430555555555555,-17.52777777777778,4.055555555555555,0.4444444444444444
activation_drop,numeric,union_mask,same_position_matched_feature_control,8,9,9,-6.430555555555555,-17.52777777777778,4.055555555555555,0.4444444444444444
activation_drop,numeric,union_mask,source,1,9,9,-2.111111111111111,-8.416666666666666,3.3055555555555554,0.4444444444444444
activation_drop,numeric,union_mask,source,16,9,9,-0.6944444444444444,-9.63888888888889,9.0,0.3333333333333333
activation_drop,numeric,union_mask,source,4,9,9,-0.6944444444444444,-9.63888888888889,9.0,0.3333333333333333
activation_drop,numeric,union_mask,source,8,9,9,-0.6944444444444444,-9.63888888888889,9.0,0.3333333333333333
group_restore,non_numeric,answer_mask,random_active_feature_control,1,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,random_active_feature_control,16,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,random_active_feature_control,4,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,random_active_feature_control,8,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,same_feature_random_position_control,1,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,same_feature_random_position_control,16,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,same_feature_random_position_control,4,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,same_feature_random_position_control,8,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,same_position_matched_feature_control,1,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,same_position_matched_feature_control,16,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,same_position_matched_feature_control,4,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,same_position_matched_feature_control,8,10,10,0.003125,0.0,0.009375,0.1
group_restore,non_numeric,answer_mask,source,1,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,source,16,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,source,4,10,10,0.003125,0.0,0.009375,0.1
group_restore,non_numeric,answer_mask,source,8,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,shifted_mask,random_active_feature_control,1,10,10,0.00625,0.0,0.01875,0.1
group_restore,non_numeric,shifted_mask,random_active_feature_control,16,10,10,0.0125,0.0,0.03125,0.2
group_restore,non_numeric,shifted_mask,random_active_feature_control,4,10,10,0.00625,0.0,0.01875,0.1
group_restore,non_numeric,shifted_mask,random_active_feature_control,8,10,10,0.0125,0.0,0.03125,0.2
group_restore,non_numeric,shifted_mask,same_feature_random_position_control,1,10,10,0.00625,0.0,0.01875,0.1
group_restore,non_numeric,shifted_mask,same_feature_random_position_control,16,10,10,0.00625,0.0,0.01875,0.1
group_restore,non_numeric,shifted_mask,same_feature_random_position_control,4,10,10,0.00625,0.0,0.01875,0.1
group_restore,non_numeric,shifted_mask,same_feature_random_position_control,8,10,10,0.00625,0.0,0.01875,0.1
group_restore,non_numeric,shifted_mask,same_position_matched_feature_control,1,10,10,0.0125,0.0,0.03125,0.2
group_restore,non_numeric,shifted_mask,same_position_matched_feature_control,16,10,10,0.00625,0.0,0.01875,0.1
group_restore,non_numeric,shifted_mask,same_position_matched_feature_control,4,10,10,0.00625,0.0,0.01875,0.1
group_restore,non_numeric,shifted_mask,same_position_matched_feature_control,8,10,10,0.00625,0.0,0.01875,0.1
group_restore,non_numeric,shifted_mask,source,1,10,10,0.00625,0.0,0.01875,0.1
group_restore,non_numeric,shifted_mask,source,16,10,10,0.00625,0.0,0.01875,0.1
group_restore,non_numeric,shifted_mask,source,4,10,10,0.00625,0.0,0.01875,0.1
group_restore,non_numeric,shifted_mask,source,8,10,10,0.0125,0.0,0.03125,0.2
group_restore,non_numeric,shuffled_mask,random_active_feature_control,1,10,10,0.00625,0.0,0.01875,0.1
group_restore,non_numeric,shuffled_mask,random_active_feature_control,16,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,shuffled_mask,random_active_feature_control,4,10,10,0.00625,0.0,0.01875,0.1
group_restore,non_numeric,shuffled_mask,random_active_feature_control,8,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,shuffled_mask,same_feature_random_position_control,1,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,shuffled_mask,same_feature_random_position_control,16,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,shuffled_mask,same_feature_random_position_control,4,10,10,0.00625,0.0,0.01875,0.1
group_restore,non_numeric,shuffled_mask,same_feature_random_position_control,8,10,10,0.00625,0.0,0.01875,0.1
group_restore,non_numeric,shuffled_mask,same_position_matched_feature_control,1,10,10,0.0,-0.01875,0.01875,0.1
group_restore,non_numeric,shuffled_mask,same_position_matched_feature_control,16,10,10,-0.00625,-0.01875,0.0,0.0
group_restore,non_numeric,shuffled_mask,same_position_matched_feature_control,4,10,10,-0.00625,-0.01875,0.0,0.0
group_restore,non_numeric,shuffled_mask,same_position_matched_feature_control,8,10,10,0.0,-0.01875,0.01875,0.1
group_restore,non_numeric,shuffled_mask,source,1,10,10,0.0,-0.01875,0.01875,0.1
group_restore,non_numeric,shuffled_mask,source,16,10,10,0.0,-0.01875,0.01875,0.1
group_restore,non_numeric,shuffled_mask,source,4,10,10,0.0,-0.01875,0.01875,0.1
group_restore,non_numeric,shuffled_mask,source,8,10,10,-0.00625,-0.01875,0.0,0.0
group_restore,non_numeric,union_mask,random_active_feature_control,1,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,union_mask,random_active_feature_control,16,10,10,-0.003125,-0.009375,0.0,0.0
group_restore,non_numeric,union_mask,random_active_feature_control,4,10,10,-0.003125,-0.009375,0.0,0.0
group_restore,non_numeric,union_mask,random_active_feature_control,8,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,union_mask,same_feature_random_position_control,1,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,union_mask,same_feature_random_position_control,16,10,10,-0.00625,-0.01875,0.0,0.0
group_restore,non_numeric,union_mask,same_feature_random_position_control,4,10,10,-0.00625,-0.01875,0.0,0.0
group_restore,non_numeric,union_mask,same_feature_random_position_control,8,10,10,-0.00625,-0.01875,0.0,0.0
group_restore,non_numeric,union_mask,same_position_matched_feature_control,1,10,10,0.0,-0.009375,0.009375,0.1
group_restore,non_numeric,union_mask,same_position_matched_feature_control,16,10,10,-0.003125,-0.01875,0.009375,0.1
group_restore,non_numeric,union_mask,same_position_matched_feature_control,4,10,10,-0.003125,-0.01875,0.009375,0.1
group_restore,non_numeric,union_mask,same_position_matched_feature_control,8,10,10,-0.003125,-0.01875,0.009375,0.1
group_restore,non_numeric,union_mask,source,1,10,10,0.0,0.0,0.0,0.0
group_restore,non_numeric,union_mask,source,16,10,10,-0.00625,-0.01875,0.0,0.0
group_restore,non_numeric,union_mask,source,4,10,10,-0.009375,-0.021875,0.0,0.0
group_restore,non_numeric,union_mask,source,8,10,10,-0.00625,-0.01875,0.0,0.0
group_restore,numeric,answer_mask,random_active_feature_control,1,9,9,-0.013888888888888888,-0.05555555555555555,0.027777777777777776,0.1111111111111111
group_restore,numeric,answer_mask,random_active_feature_control,16,9,9,-0.027777777777777776,-0.08333333333333333,0.0,0.0
group_restore,numeric,answer_mask,random_active_feature_control,4,9,9,-0.027777777777777776,-0.08333333333333333,0.0,0.0
group_restore,numeric,answer_mask,random_active_feature_control,8,9,9,-0.027777777777777776,-0.08333333333333333,0.0,0.0
group_restore,numeric,answer_mask,same_feature_random_position_control,1,9,9,0.0,0.0,0.0,0.0
group_restore,numeric,answer_mask,same_feature_random_position_control,16,9,9,0.0,-0.041666666666666664,0.041666666666666664,0.1111111111111111
group_restore,numeric,answer_mask,same_feature_random_position_control,4,9,9,0.0,-0.041666666666666664,0.041666666666666664,0.1111111111111111
group_restore,numeric,answer_mask,same_feature_random_position_control,8,9,9,0.0,-0.041666666666666664,0.041666666666666664,0.1111111111111111
group_restore,numeric,answer_mask,same_position_matched_feature_control,1,9,9,-0.013888888888888888,-0.05555555555555555,0.027777777777777776,0.1111111111111111
group_restore,numeric,answer_mask,same_position_matched_feature_control,16,9,9,-0.041666666666666664,-0.09722222222222222,0.013888888888888888,0.1111111111111111
group_restore,numeric,answer_mask,same_position_matched_feature_control,4,9,9,-0.041666666666666664,-0.09722222222222222,0.013888888888888888,0.1111111111111111
group_restore,numeric,answer_mask,same_position_matched_feature_control,8,9,9,-0.041666666666666664,-0.09722222222222222,0.013888888888888888,0.1111111111111111
group_restore,numeric,answer_mask,source,1,9,9,-0.05555555555555555,-0.09722222222222222,-0.013888888888888888,0.0
group_restore,numeric,answer_mask,source,16,9,9,-0.05555555555555555,-0.1527777777777778,0.05555555555555555,0.2222222222222222
group_restore,numeric,answer_mask,source,4,9,9,-0.05555555555555555,-0.1527777777777778,0.05555555555555555,0.2222222222222222
group_restore,numeric,answer_mask,source,8,9,9,-0.05555555555555555,-0.1527777777777778,0.05555555555555555,0.2222222222222222
group_restore,numeric,shifted_mask,random_active_feature_control,1,9,9,0.0,-0.05555555555555555,0.05555555555555555,0.2222222222222222
group_restore,numeric,shifted_mask,random_active_feature_control,16,9,9,0.0,-0.05555555555555555,0.05555555555555555,0.2222222222222222
group_restore,numeric,shifted_mask,random_active_feature_control,4,9,9,0.0,-0.05555555555555555,0.05555555555555555,0.2222222222222222
group_restore,numeric,shifted_mask,random_active_feature_control,8,9,9,0.0,-0.05555555555555555,0.05555555555555555,0.2222222222222222
group_restore,numeric,shifted_mask,same_feature_random_position_control,1,9,9,0.0,0.0,0.0,0.0
group_restore,numeric,shifted_mask,same_feature_random_position_control,16,9,9,-0.013888888888888888,-0.041666666666666664,0.0,0.0
group_restore,numeric,shifted_mask,same_feature_random_position_control,4,9,9,-0.013888888888888888,-0.041666666666666664,0.0,0.0
group_restore,numeric,shifted_mask,same_feature_random_position_control,8,9,9,-0.013888888888888888,-0.041666666666666664,0.0,0.0
group_restore,numeric,shifted_mask,same_position_matched_feature_control,1,9,9,0.013888888888888888,0.0,0.041666666666666664,0.1111111111111111
group_restore,numeric,shifted_mask,same_position_matched_feature_control,16,9,9,-0.06944444444444445,-0.1388888888888889,0.0,0.1111111111111111
group_restore,numeric,shifted_mask,same_position_matched_feature_control,4,9,9,-0.06944444444444445,-0.1388888888888889,0.0,0.1111111111111111
group_restore,numeric,shifted_mask,same_position_matched_feature_control,8,9,9,-0.06944444444444445,-0.1388888888888889,0.0,0.1111111111111111
group_restore,numeric,shifted_mask,source,1,9,9,0.0,-0.08333333333333333,0.08333333333333333,0.2222222222222222
group_restore,numeric,shifted_mask,source,16,9,9,0.013888888888888888,-0.125,0.1388888888888889,0.4444444444444444
group_restore,numeric,shifted_mask,source,4,9,9,0.013888888888888888,-0.125,0.1388888888888889,0.4444444444444444
group_restore,numeric,shifted_mask,source,8,9,9,0.013888888888888888,-0.125,0.1388888888888889,0.4444444444444444
group_restore,numeric,shuffled_mask,random_active_feature_control,1,9,9,-0.027777777777777776,-0.08333333333333333,0.027777777777777776,0.1111111111111111
group_restore,numeric,shuffled_mask,random_active_feature_control,16,9,9,0.0,-0.05555555555555555,0.05555555555555555,0.2222222222222222
group_restore,numeric,shuffled_mask,random_active_feature_control,4,9,9,0.0,-0.05555555555555555,0.05555555555555555,0.2222222222222222
group_restore,numeric,shuffled_mask,random_active_feature_control,8,9,9,0.0,-0.05555555555555555,0.05555555555555555,0.2222222222222222
group_restore,numeric,shuffled_mask,same_feature_random_position_control,1,9,9,0.0,0.0,0.0,0.0
group_restore,numeric,shuffled_mask,same_feature_random_position_control,16,9,9,-0.013888888888888888,-0.041666666666666664,0.0,0.0
group_restore,numeric,shuffled_mask,same_feature_random_position_control,4,9,9,-0.013888888888888888,-0.041666666666666664,0.0,0.0
group_restore,numeric,shuffled_mask,same_feature_random_position_control,8,9,9,-0.013888888888888888,-0.041666666666666664,0.0,0.0
group_restore,numeric,shuffled_mask,same_position_matched_feature_control,1,9,9,-0.027777777777777776,-0.09722222222222222,0.027777777777777776,0.1111111111111111
group_restore,numeric,shuffled_mask,same_position_matched_feature_control,16,9,9,-0.05555555555555555,-0.1388888888888889,0.027777777777777776,0.2222222222222222
group_restore,numeric,shuffled_mask,same_position_matched_feature_control,4,9,9,-0.05555555555555555,-0.1388888888888889,0.027777777777777776,0.2222222222222222
group_restore,numeric,shuffled_mask,same_position_matched_feature_control,8,9,9,-0.05555555555555555,-0.1388888888888889,0.027777777777777776,0.2222222222222222
group_restore,numeric,shuffled_mask,source,1,9,9,-0.08333333333333333,-0.125,-0.041666666666666664,0.0
group_restore,numeric,shuffled_mask,source,16,9,9,-0.06944444444444445,-0.19444444444444445,0.027777777777777776,0.1111111111111111
group_restore,numeric,shuffled_mask,source,4,9,9,-0.06944444444444445,-0.19444444444444445,0.027777777777777776,0.1111111111111111
group_restore,numeric,shuffled_mask,source,8,9,9,-0.06944444444444445,-0.19444444444444445,0.027777777777777776,0.1111111111111111
group_restore,numeric,union_mask,random_active_feature_control,1,9,9,0.0,-0.05555555555555555,0.05555555555555555,0.2222222222222222
group_restore,numeric,union_mask,random_active_feature_control,16,9,9,0.013888888888888888,-0.027777777777777776,0.05555555555555555,0.2222222222222222
group_restore,numeric,union_mask,random_active_feature_control,4,9,9,0.013888888888888888,-0.027777777777777776,0.05555555555555555,0.2222222222222222
group_restore,numeric,union_mask,random_active_feature_control,8,9,9,0.013888888888888888,-0.027777777777777776,0.05555555555555555,0.2222222222222222
