record_type,analysis_group,mask_condition,control_group,top_k,rows,prompt_runs,mean_value,ci95_low,ci95_high,positive_frac
activation_drop,non_numeric,union_mask,source,4,5,5,52.7,24.8,72.4,0.8
activation_drop,non_numeric,union_mask,source,8,5,5,71.3,30.6,127.4,0.8
activation_drop,numeric,answer_mask,random_active_feature_control,1,1,1,13.875,13.875,13.875,1.0
activation_drop,numeric,answer_mask,random_active_feature_control,16,1,1,13.875,13.875,13.875,1.0
activation_drop,numeric,answer_mask,random_active_feature_control,4,1,1,13.875,13.875,13.875,1.0
activation_drop,numeric,answer_mask,random_active_feature_control,8,1,1,13.875,13.875,13.875,1.0
activation_drop,numeric,answer_mask,same_feature_random_position_control,1,1,1,1.78125,1.78125,1.78125,1.0
activation_drop,numeric,answer_mask,same_feature_random_position_control,16,1,1,1.78125,1.78125,1.78125,1.0
activation_drop,numeric,answer_mask,same_feature_random_position_control,4,1,1,1.78125,1.78125,1.78125,1.0
activation_drop,numeric,answer_mask,same_feature_random_position_control,8,1,1,1.78125,1.78125,1.78125,1.0
activation_drop,numeric,answer_mask,same_position_matched_feature_control,1,1,1,-10.625,-10.625,-10.625,0.0
activation_drop,numeric,answer_mask,same_position_matched_feature_control,16,1,1,-10.625,-10.625,-10.625,0.0
activation_drop,numeric,answer_mask,same_position_matched_feature_control,4,1,1,-10.625,-10.625,-10.625,0.0
activation_drop,numeric,answer_mask,same_position_matched_feature_control,8,1,1,-10.625,-10.625,-10.625,0.0
activation_drop,numeric,answer_mask,source,1,1,1,-14.0,-14.0,-14.0,0.0
activation_drop,numeric,answer_mask,source,16,1,1,-14.0,-14.0,-14.0,0.0
activation_drop,numeric,answer_mask,source,4,1,1,-14.0,-14.0,-14.0,0.0
activation_drop,numeric,answer_mask,source,8,1,1,-14.0,-14.0,-14.0,0.0
activation_drop,numeric,shifted_mask,random_active_feature_control,1,1,1,0.4375,0.4375,0.4375,1.0
activation_drop,numeric,shifted_mask,random_active_feature_control,16,1,1,0.4375,0.4375,0.4375,1.0
activation_drop,numeric,shifted_mask,random_active_feature_control,4,1,1,0.4375,0.4375,0.4375,1.0
activation_drop,numeric,shifted_mask,random_active_feature_control,8,1,1,0.4375,0.4375,0.4375,1.0
activation_drop,numeric,shifted_mask,same_feature_random_position_control,1,1,1,4.53125,4.53125,4.53125,1.0
activation_drop,numeric,shifted_mask,same_feature_random_position_control,16,1,1,4.53125,4.53125,4.53125,1.0
activation_drop,numeric,shifted_mask,same_feature_random_position_control,4,1,1,4.53125,4.53125,4.53125,1.0
activation_drop,numeric,shifted_mask,same_feature_random_position_control,8,1,1,4.53125,4.53125,4.53125,1.0
activation_drop,numeric,shifted_mask,same_position_matched_feature_control,1,1,1,0.0,0.0,0.0,0.0
activation_drop,numeric,shifted_mask,same_position_matched_feature_control,16,1,1,0.0,0.0,0.0,0.0
activation_drop,numeric,shifted_mask,same_position_matched_feature_control,4,1,1,0.0,0.0,0.0,0.0
activation_drop,numeric,shifted_mask,same_position_matched_feature_control,8,1,1,0.0,0.0,0.0,0.0
activation_drop,numeric,shifted_mask,source,1,1,1,-0.25,-0.25,-0.25,0.0
activation_drop,numeric,shifted_mask,source,16,1,1,-0.25,-0.25,-0.25,0.0
activation_drop,numeric,shifted_mask,source,4,1,1,-0.25,-0.25,-0.25,0.0
activation_drop,numeric,shifted_mask,source,8,1,1,-0.25,-0.25,-0.25,0.0
activation_drop,numeric,shuffled_mask,random_active_feature_control,1,1,1,-0.5,-0.5,-0.5,0.0
activation_drop,numeric,shuffled_mask,random_active_feature_control,16,1,1,-0.5,-0.5,-0.5,0.0
activation_drop,numeric,shuffled_mask,random_active_feature_control,4,1,1,-0.5,-0.5,-0.5,0.0
activation_drop,numeric,shuffled_mask,random_active_feature_control,8,1,1,-0.5,-0.5,-0.5,0.0
activation_drop,numeric,shuffled_mask,same_feature_random_position_control,1,1,1,4.53125,4.53125,4.53125,1.0
activation_drop,numeric,shuffled_mask,same_feature_random_position_control,16,1,1,4.53125,4.53125,4.53125,1.0
activation_drop,numeric,shuffled_mask,same_feature_random_position_control,4,1,1,4.53125,4.53125,4.53125,1.0
activation_drop,numeric,shuffled_mask,same_feature_random_position_control,8,1,1,4.53125,4.53125,4.53125,1.0
activation_drop,numeric,shuffled_mask,same_position_matched_feature_control,1,1,1,1.625,1.625,1.625,1.0
activation_drop,numeric,shuffled_mask,same_position_matched_feature_control,16,1,1,1.625,1.625,1.625,1.0
activation_drop,numeric,shuffled_mask,same_position_matched_feature_control,4,1,1,1.625,1.625,1.625,1.0
activation_drop,numeric,shuffled_mask,same_position_matched_feature_control,8,1,1,1.625,1.625,1.625,1.0
activation_drop,numeric,shuffled_mask,source,1,1,1,-0.5,-0.5,-0.5,0.0
activation_drop,numeric,shuffled_mask,source,16,1,1,-0.5,-0.5,-0.5,0.0
activation_drop,numeric,shuffled_mask,source,4,1,1,-0.5,-0.5,-0.5,0.0
activation_drop,numeric,shuffled_mask,source,8,1,1,-0.5,-0.5,-0.5,0.0
activation_drop,numeric,union_mask,random_active_feature_control,1,1,1,11.3125,11.3125,11.3125,1.0
activation_drop,numeric,union_mask,random_active_feature_control,16,1,1,11.3125,11.3125,11.3125,1.0
activation_drop,numeric,union_mask,random_active_feature_control,4,1,1,11.3125,11.3125,11.3125,1.0
activation_drop,numeric,union_mask,random_active_feature_control,8,1,1,11.3125,11.3125,11.3125,1.0
activation_drop,numeric,union_mask,same_feature_random_position_control,1,1,1,3.265625,3.265625,3.265625,1.0
activation_drop,numeric,union_mask,same_feature_random_position_control,16,1,1,3.265625,3.265625,3.265625,1.0
activation_drop,numeric,union_mask,same_feature_random_position_control,4,1,1,3.265625,3.265625,3.265625,1.0
activation_drop,numeric,union_mask,same_feature_random_position_control,8,1,1,3.265625,3.265625,3.265625,1.0
activation_drop,numeric,union_mask,same_position_matched_feature_control,1,1,1,-8.375,-8.375,-8.375,0.0
activation_drop,numeric,union_mask,same_position_matched_feature_control,16,1,1,-8.375,-8.375,-8.375,0.0
activation_drop,numeric,union_mask,same_position_matched_feature_control,4,1,1,-8.375,-8.375,-8.375,0.0
activation_drop,numeric,union_mask,same_position_matched_feature_control,8,1,1,-8.375,-8.375,-8.375,0.0
activation_drop,numeric,union_mask,source,1,1,1,-12.5,-12.5,-12.5,0.0
activation_drop,numeric,union_mask,source,16,1,1,-12.5,-12.5,-12.5,0.0
activation_drop,numeric,union_mask,source,4,1,1,-12.5,-12.5,-12.5,0.0
activation_drop,numeric,union_mask,source,8,1,1,-12.5,-12.5,-12.5,0.0
group_restore,non_numeric,answer_mask,random_active_feature_control,1,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,random_active_feature_control,16,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,random_active_feature_control,4,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,random_active_feature_control,8,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,same_feature_random_position_control,1,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,same_feature_random_position_control,16,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,same_feature_random_position_control,4,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,same_feature_random_position_control,8,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,same_position_matched_feature_control,1,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,same_position_matched_feature_control,16,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,same_position_matched_feature_control,4,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,same_position_matched_feature_control,8,5,5,0.00625,0.0,0.01875,0.2
group_restore,non_numeric,answer_mask,source,1,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,source,16,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,answer_mask,source,4,5,5,0.00625,0.0,0.01875,0.2
group_restore,non_numeric,answer_mask,source,8,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,shifted_mask,random_active_feature_control,1,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shifted_mask,random_active_feature_control,16,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shifted_mask,random_active_feature_control,4,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shifted_mask,random_active_feature_control,8,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shifted_mask,same_feature_random_position_control,1,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shifted_mask,same_feature_random_position_control,16,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shifted_mask,same_feature_random_position_control,4,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shifted_mask,same_feature_random_position_control,8,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shifted_mask,same_position_matched_feature_control,1,5,5,0.025,0.0,0.05,0.4
group_restore,non_numeric,shifted_mask,same_position_matched_feature_control,16,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shifted_mask,same_position_matched_feature_control,4,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shifted_mask,same_position_matched_feature_control,8,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shifted_mask,source,1,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shifted_mask,source,16,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shifted_mask,source,4,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shifted_mask,source,8,5,5,0.025,0.0,0.05,0.4
group_restore,non_numeric,shuffled_mask,random_active_feature_control,1,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shuffled_mask,random_active_feature_control,16,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shuffled_mask,random_active_feature_control,4,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shuffled_mask,random_active_feature_control,8,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,shuffled_mask,same_feature_random_position_control,1,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,shuffled_mask,same_feature_random_position_control,16,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,shuffled_mask,same_feature_random_position_control,4,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shuffled_mask,same_feature_random_position_control,8,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shuffled_mask,same_position_matched_feature_control,1,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shuffled_mask,same_position_matched_feature_control,16,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,shuffled_mask,same_position_matched_feature_control,4,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,shuffled_mask,same_position_matched_feature_control,8,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shuffled_mask,source,1,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shuffled_mask,source,16,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shuffled_mask,source,4,5,5,0.0125,0.0,0.0375,0.2
group_restore,non_numeric,shuffled_mask,source,8,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,union_mask,random_active_feature_control,1,5,5,-0.00625,-0.01875,0.0,0.0
group_restore,non_numeric,union_mask,random_active_feature_control,16,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,union_mask,random_active_feature_control,4,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,union_mask,random_active_feature_control,8,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,union_mask,same_feature_random_position_control,1,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,union_mask,same_feature_random_position_control,16,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,union_mask,same_feature_random_position_control,4,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,union_mask,same_feature_random_position_control,8,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,union_mask,same_position_matched_feature_control,1,5,5,0.0,-0.01875,0.01875,0.2
group_restore,non_numeric,union_mask,same_position_matched_feature_control,16,5,5,0.00625,0.0,0.01875,0.2
group_restore,non_numeric,union_mask,same_position_matched_feature_control,4,5,5,0.00625,0.0,0.01875,0.2
group_restore,non_numeric,union_mask,same_position_matched_feature_control,8,5,5,0.00625,0.0,0.01875,0.2
group_restore,non_numeric,union_mask,source,1,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,union_mask,source,16,5,5,0.0,0.0,0.0,0.0
group_restore,non_numeric,union_mask,source,4,5,5,-0.00625,-0.01875,0.0,0.0
group_restore,non_numeric,union_mask,source,8,5,5,0.0,0.0,0.0,0.0
group_restore,numeric,answer_mask,random_active_feature_control,1,1,1,0.125,0.125,0.125,1.0
group_restore,numeric,answer_mask,random_active_feature_control,16,1,1,0.125,0.125,0.125,1.0
group_restore,numeric,answer_mask,random_active_feature_control,4,1,1,0.125,0.125,0.125,1.0
group_restore,numeric,answer_mask,random_active_feature_control,8,1,1,0.125,0.125,0.125,1.0
group_restore,numeric,answer_mask,same_feature_random_position_control,1,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,answer_mask,same_feature_random_position_control,16,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,answer_mask,same_feature_random_position_control,4,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,answer_mask,same_feature_random_position_control,8,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,answer_mask,same_position_matched_feature_control,1,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,answer_mask,same_position_matched_feature_control,16,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,answer_mask,same_position_matched_feature_control,4,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,answer_mask,same_position_matched_feature_control,8,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,answer_mask,source,1,1,1,-0.125,-0.125,-0.125,0.0
group_restore,numeric,answer_mask,source,16,1,1,-0.125,-0.125,-0.125,0.0
group_restore,numeric,answer_mask,source,4,1,1,-0.125,-0.125,-0.125,0.0
group_restore,numeric,answer_mask,source,8,1,1,-0.125,-0.125,-0.125,0.0
group_restore,numeric,shifted_mask,random_active_feature_control,1,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shifted_mask,random_active_feature_control,16,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shifted_mask,random_active_feature_control,4,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shifted_mask,random_active_feature_control,8,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shifted_mask,same_feature_random_position_control,1,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shifted_mask,same_feature_random_position_control,16,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shifted_mask,same_feature_random_position_control,4,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shifted_mask,same_feature_random_position_control,8,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shifted_mask,same_position_matched_feature_control,1,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shifted_mask,same_position_matched_feature_control,16,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shifted_mask,same_position_matched_feature_control,4,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shifted_mask,same_position_matched_feature_control,8,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shifted_mask,source,1,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shifted_mask,source,16,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shifted_mask,source,4,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shifted_mask,source,8,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shuffled_mask,random_active_feature_control,1,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shuffled_mask,random_active_feature_control,16,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shuffled_mask,random_active_feature_control,4,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shuffled_mask,random_active_feature_control,8,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shuffled_mask,same_feature_random_position_control,1,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shuffled_mask,same_feature_random_position_control,16,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shuffled_mask,same_feature_random_position_control,4,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shuffled_mask,same_feature_random_position_control,8,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shuffled_mask,same_position_matched_feature_control,1,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shuffled_mask,same_position_matched_feature_control,16,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shuffled_mask,same_position_matched_feature_control,4,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shuffled_mask,same_position_matched_feature_control,8,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shuffled_mask,source,1,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shuffled_mask,source,16,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shuffled_mask,source,4,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,shuffled_mask,source,8,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,union_mask,random_active_feature_control,1,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,union_mask,random_active_feature_control,16,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,union_mask,random_active_feature_control,4,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,union_mask,random_active_feature_control,8,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,union_mask,same_feature_random_position_control,1,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,union_mask,same_feature_random_position_control,16,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,union_mask,same_feature_random_position_control,4,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,union_mask,same_feature_random_position_control,8,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,union_mask,same_position_matched_feature_control,1,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,union_mask,same_position_matched_feature_control,16,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,union_mask,same_position_matched_feature_control,4,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,union_mask,same_position_matched_feature_control,8,1,1,0.0,0.0,0.0,0.0
group_restore,numeric,union_mask,source,1,1,1,-0.25,-0.25,-0.25,0.0
group_restore,numeric,union_mask,source,16,1,1,-0.25,-0.25,-0.25,0.0
group_restore,numeric,union_mask,source,4,1,1,-0.25,-0.25,-0.25,0.0
group_restore,numeric,union_mask,source,8,1,1,-0.25,-0.25,-0.25,0.0
