sample_id,image_filename,condition,mask_path,seed,actual_iou_with_union,valid_iou_le_0p10,area_px,reference_union_area_px
okvqa_val_1839495,COCO_val2014_000000183949.jpg,random_control_12,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000183949\random16\random_control_12.png,4149607238,0.70054,0,213360,213360
okvqa_val_1839495,COCO_val2014_000000183949.jpg,random_control_13,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000183949\random16\random_control_13.png,785653888,0.720576,0,213360,213360
okvqa_val_1839495,COCO_val2014_000000183949.jpg,random_control_14,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000183949\random16\random_control_14.png,1021184588,0.727262,0,213360,213360
okvqa_val_1839495,COCO_val2014_000000183949.jpg,random_control_15,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000183949\random16\random_control_15.png,1695462244,0.726423,0,213360,213360
okvqa_val_1839495,COCO_val2014_000000183949.jpg,random_control_16,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000183949\random16\random_control_16.png,3110344639,0.732627,0,213360,213360
okvqa_val_1839495,COCO_val2014_000000183949.jpg,shifted_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000183949\shifted.png,,0.68672,0,213360,213360
okvqa_val_1839495,COCO_val2014_000000183949.jpg,shuffled_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000183949\shuffled.png,644683732,0.70054,0,213360,213360
okvqa_val_2078985,COCO_val2014_000000207898.jpg,random_control_01,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000207898\random16\random_control_01.png,1193541635,0.0620232,1,68629,68629
okvqa_val_2078985,COCO_val2014_000000207898.jpg,random_control_02,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000207898\random16\random_control_02.png,2189070904,0.079259,1,68629,68629
okvqa_val_2078985,COCO_val2014_000000207898.jpg,random_control_03,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000207898\random16\random_control_03.png,380862166,0.0839039,1,68629,68629
okvqa_val_2078985,COCO_val2014_000000207898.jpg,random_control_04,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000207898\random16\random_control_04.png,3134407309,0.0956623,1,68629,68629
okvqa_val_2078985,COCO_val2014_000000207898.jpg,random_control_05,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000207898\random16\random_control_05.png,3120786206,0.0533513,1,68629,68629
okvqa_val_2078985,COCO_val2014_000000207898.jpg,random_control_06,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000207898\random16\random_control_06.png,3982335502,0.0859534,1,68629,68629
okvqa_val_2078985,COCO_val2014_000000207898.jpg,random_control_07,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000207898\random16\random_control_07.png,1393572815,0.064362,1,68629,68629
okvqa_val_2078985,COCO_val2014_000000207898.jpg,random_control_08,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000207898\random16\random_control_08.png,2309132233,0.0863316,1,68629,68629
okvqa_val_2078985,COCO_val2014_000000207898.jpg,random_control_09,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000207898\random16\random_control_09.png,4197479731,0.098908,1,68629,68629
okvqa_val_2078985,COCO_val2014_000000207898.jpg,random_control_10,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000207898\random16\random_control_10.png,490782801,0.0800063,1,68629,68629
okvqa_val_2078985,COCO_val2014_000000207898.jpg,random_control_11,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000207898\random16\random_control_11.png,1145008949,0.0747463,1,68629,68629
okvqa_val_2078985,COCO_val2014_000000207898.jpg,random_control_12,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000207898\random16\random_control_12.png,3949437902,0.0835531,1,68629,68629
okvqa_val_2078985,COCO_val2014_000000207898.jpg,random_control_13,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000207898\random16\random_control_13.png,1978709982,0.0656842,1,68629,68629
okvqa_val_2078985,COCO_val2014_000000207898.jpg,random_control_14,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000207898\random16\random_control_14.png,282212675,0.0740567,1,68629,68629
okvqa_val_2078985,COCO_val2014_000000207898.jpg,random_control_15,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000207898\random16\random_control_15.png,1028338165,0.0672586,1,68629,68629
okvqa_val_2078985,COCO_val2014_000000207898.jpg,random_control_16,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000207898\random16\random_control_16.png,2332577025,0.0650558,1,68629,68629
okvqa_val_2078985,COCO_val2014_000000207898.jpg,shifted_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000207898\shifted.png,,0.0421228,1,68629,68629
okvqa_val_2078985,COCO_val2014_000000207898.jpg,shuffled_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000207898\shuffled.png,3474754024,0.0866412,1,68629,68629
okvqa_val_4075245,COCO_val2014_000000407524.jpg,random_control_01,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000407524\random16\random_control_01.png,2708075731,0.453801,0,203522,203522
okvqa_val_4075245,COCO_val2014_000000407524.jpg,random_control_02,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000407524\random16\random_control_02.png,1651402181,0.455413,0,203522,203522
okvqa_val_4075245,COCO_val2014_000000407524.jpg,random_control_03,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000407524\random16\random_control_03.png,2755843446,0.443813,0,203522,203522
okvqa_val_4075245,COCO_val2014_000000407524.jpg,random_control_04,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000407524\random16\random_control_04.png,720845043,0.449288,0,203522,203522
okvqa_val_4075245,COCO_val2014_000000407524.jpg,random_control_05,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000407524\random16\random_control_05.png,2501558643,0.459274,0,203522,203522
okvqa_val_4075245,COCO_val2014_000000407524.jpg,random_control_06,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000407524\random16\random_control_06.png,3264641800,0.448895,0,203522,203522
okvqa_val_4075245,COCO_val2014_000000407524.jpg,random_control_07,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000407524\random16\random_control_07.png,2748932076,0.456512,0,203522,203522
okvqa_val_4075245,COCO_val2014_000000407524.jpg,random_control_08,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000407524\random16\random_control_08.png,1699732434,0.455361,0,203522,203522
okvqa_val_4075245,COCO_val2014_000000407524.jpg,random_control_09,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000407524\random16\random_control_09.png,2621923150,0.446301,0,203522,203522
okvqa_val_4075245,COCO_val2014_000000407524.jpg,random_control_10,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000407524\random16\random_control_10.png,875369815,0.451577,0,203522,203522
okvqa_val_4075245,COCO_val2014_000000407524.jpg,random_control_11,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000407524\random16\random_control_11.png,2378157806,0.453106,0,203522,203522
okvqa_val_4075245,COCO_val2014_000000407524.jpg,random_control_12,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000407524\random16\random_control_12.png,2278363172,0.44837,0,203522,203522
okvqa_val_4075245,COCO_val2014_000000407524.jpg,random_control_13,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000407524\random16\random_control_13.png,82832993,0.449778,0,203522,203522
okvqa_val_4075245,COCO_val2014_000000407524.jpg,random_control_14,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000407524\random16\random_control_14.png,3857029305,0.445864,0,203522,203522
okvqa_val_4075245,COCO_val2014_000000407524.jpg,random_control_15,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000407524\random16\random_control_15.png,3387851117,0.458871,0,203522,203522
okvqa_val_4075245,COCO_val2014_000000407524.jpg,random_control_16,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000407524\random16\random_control_16.png,3665662104,0.452706,0,203522,203522
okvqa_val_4075245,COCO_val2014_000000407524.jpg,shifted_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000407524\shifted.png,,0.969803,0,203522,203522
okvqa_val_4075245,COCO_val2014_000000407524.jpg,shuffled_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000407524\shuffled.png,2878307611,0.449272,0,203522,203522
okvqa_val_4999035,COCO_val2014_000000499903.jpg,random_control_01,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000499903\random16\random_control_01.png,884286859,0.200806,0,132037,132037
okvqa_val_4999035,COCO_val2014_000000499903.jpg,random_control_02,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000499903\random16\random_control_02.png,766268165,0.179818,0,132037,132037
okvqa_val_4999035,COCO_val2014_000000499903.jpg,random_control_03,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000499903\random16\random_control_03.png,2912520360,0.199955,0,132037,132037
okvqa_val_4999035,COCO_val2014_000000499903.jpg,random_control_04,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000499903\random16\random_control_04.png,837114689,0.236197,0,132037,132037
okvqa_val_4999035,COCO_val2014_000000499903.jpg,random_control_05,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000499903\random16\random_control_05.png,188965255,0.18291,0,132037,132037
okvqa_val_4999035,COCO_val2014_000000499903.jpg,random_control_06,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000499903\random16\random_control_06.png,3529063866,0.202665,0,132037,132037
okvqa_val_4999035,COCO_val2014_000000499903.jpg,random_control_07,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000499903\random16\random_control_07.png,3931097909,0.184151,0,132037,132037
okvqa_val_4999035,COCO_val2014_000000499903.jpg,random_control_08,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000499903\random16\random_control_08.png,56340220,0.19146,0,132037,132037
okvqa_val_4999035,COCO_val2014_000000499903.jpg,random_control_09,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000499903\random16\random_control_09.png,727268701,0.232206,0,132037,132037
okvqa_val_4999035,COCO_val2014_000000499903.jpg,random_control_10,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000499903\random16\random_control_10.png,3973328347,0.18229,0,132037,132037
okvqa_val_4999035,COCO_val2014_000000499903.jpg,random_control_11,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000499903\random16\random_control_11.png,3356247257,0.189705,0,132037,132037
okvqa_val_4999035,COCO_val2014_000000499903.jpg,random_control_12,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000499903\random16\random_control_12.png,2908840607,0.216404,0,132037,132037
okvqa_val_4999035,COCO_val2014_000000499903.jpg,random_control_13,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000499903\random16\random_control_13.png,1979970248,0.205179,0,132037,132037
okvqa_val_4999035,COCO_val2014_000000499903.jpg,random_control_14,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000499903\random16\random_control_14.png,1589549012,0.185219,0,132037,132037
okvqa_val_4999035,COCO_val2014_000000499903.jpg,random_control_15,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000499903\random16\random_control_15.png,3509458800,0.178618,0,132037,132037
okvqa_val_4999035,COCO_val2014_000000499903.jpg,random_control_16,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000499903\random16\random_control_16.png,4178642285,0.193609,0,132037,132037
okvqa_val_4999035,COCO_val2014_000000499903.jpg,shifted_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000499903\shifted.png,,0.196773,0,132037,132037
okvqa_val_4999035,COCO_val2014_000000499903.jpg,shuffled_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000499903\shuffled.png,3213090714,0.194559,0,132037,132037
okvqa_val_527125,COCO_val2014_000000052712.jpg,random_control_01,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000052712\random16\random_control_01.png,2940918465,0.543866,0,194328,194328
okvqa_val_527125,COCO_val2014_000000052712.jpg,random_control_02,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000052712\random16\random_control_02.png,4193313003,0.535431,0,194328,194328
okvqa_val_527125,COCO_val2014_000000052712.jpg,random_control_03,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000052712\random16\random_control_03.png,2334444945,0.53494,0,194328,194328
okvqa_val_527125,COCO_val2014_000000052712.jpg,random_control_04,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000052712\random16\random_control_04.png,4283743371,0.471028,0,194328,194328
okvqa_val_527125,COCO_val2014_000000052712.jpg,random_control_05,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000052712\random16\random_control_05.png,2270931155,0.495205,0,194328,194328
okvqa_val_527125,COCO_val2014_000000052712.jpg,random_control_06,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000052712\random16\random_control_06.png,3689935472,0.494716,0,194328,194328
okvqa_val_527125,COCO_val2014_000000052712.jpg,random_control_07,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000052712\random16\random_control_07.png,2631345835,0.496742,0,194328,194328
okvqa_val_527125,COCO_val2014_000000052712.jpg,random_control_08,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000052712\random16\random_control_08.png,2157660839,0.475255,0,194328,194328
okvqa_val_527125,COCO_val2014_000000052712.jpg,random_control_09,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000052712\random16\random_control_09.png,4077069092,0.52972,0,194328,194328
okvqa_val_527125,COCO_val2014_000000052712.jpg,random_control_10,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000052712\random16\random_control_10.png,1630996121,0.4902,0,194328,194328
okvqa_val_527125,COCO_val2014_000000052712.jpg,random_control_11,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000052712\random16\random_control_11.png,1813947017,0.50297,0,194328,194328
okvqa_val_527125,COCO_val2014_000000052712.jpg,random_control_12,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000052712\random16\random_control_12.png,3761969898,0.489697,0,194328,194328
okvqa_val_527125,COCO_val2014_000000052712.jpg,random_control_13,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000052712\random16\random_control_13.png,4124762036,0.504331,0,194328,194328
okvqa_val_527125,COCO_val2014_000000052712.jpg,random_control_14,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000052712\random16\random_control_14.png,1533543695,0.501066,0,194328,194328
okvqa_val_527125,COCO_val2014_000000052712.jpg,random_control_15,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000052712\random16\random_control_15.png,2835462141,0.476494,0,194328,194328
okvqa_val_527125,COCO_val2014_000000052712.jpg,random_control_16,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000052712\random16\random_control_16.png,2083046459,0.499479,0,194328,194328
okvqa_val_527125,COCO_val2014_000000052712.jpg,shifted_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000052712\shifted.png,,0.501774,0,194328,194328
okvqa_val_527125,COCO_val2014_000000052712.jpg,shuffled_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000052712\shuffled.png,1111342738,0.502598,0,194328,194328
okvqa_val_5665385,COCO_val2014_000000566538.jpg,random_control_01,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566538\random16\random_control_01.png,1181339624,0.236032,0,113477,113477
okvqa_val_5665385,COCO_val2014_000000566538.jpg,random_control_02,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566538\random16\random_control_02.png,2668947787,0.248798,0,113477,113477
okvqa_val_5665385,COCO_val2014_000000566538.jpg,random_control_03,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566538\random16\random_control_03.png,3226584378,0.227907,0,113477,113477
okvqa_val_5665385,COCO_val2014_000000566538.jpg,random_control_04,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566538\random16\random_control_04.png,3657312631,0.253308,0,113477,113477
okvqa_val_5665385,COCO_val2014_000000566538.jpg,random_control_05,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566538\random16\random_control_05.png,1693761551,0.248084,0,113477,113477
okvqa_val_5665385,COCO_val2014_000000566538.jpg,random_control_06,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566538\random16\random_control_06.png,498218828,0.236739,0,113477,113477
okvqa_val_5665385,COCO_val2014_000000566538.jpg,random_control_07,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566538\random16\random_control_07.png,442402975,0.258325,0,113477,113477
okvqa_val_5665385,COCO_val2014_000000566538.jpg,random_control_08,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566538\random16\random_control_08.png,3787556497,0.259596,0,113477,113477
okvqa_val_5665385,COCO_val2014_000000566538.jpg,random_control_09,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566538\random16\random_control_09.png,38395051,0.23307,0,113477,113477
okvqa_val_5665385,COCO_val2014_000000566538.jpg,random_control_10,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566538\random16\random_control_10.png,1755132718,0.244279,0,113477,113477
okvqa_val_5665385,COCO_val2014_000000566538.jpg,random_control_11,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566538\random16\random_control_11.png,2958450279,0.235339,0,113477,113477
okvqa_val_5665385,COCO_val2014_000000566538.jpg,random_control_12,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566538\random16\random_control_12.png,174035213,0.237481,0,113477,113477
okvqa_val_5665385,COCO_val2014_000000566538.jpg,random_control_13,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566538\random16\random_control_13.png,1861732405,0.280215,0,113477,113477
okvqa_val_5665385,COCO_val2014_000000566538.jpg,random_control_14,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566538\random16\random_control_14.png,3449838059,0.241692,0,113477,113477
okvqa_val_5665385,COCO_val2014_000000566538.jpg,random_control_15,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566538\random16\random_control_15.png,1795153287,0.231765,0,113477,113477
okvqa_val_5665385,COCO_val2014_000000566538.jpg,random_control_16,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566538\random16\random_control_16.png,324142516,0.244989,0,113477,113477
okvqa_val_5665385,COCO_val2014_000000566538.jpg,shifted_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566538\shifted.png,,0.418525,0,113477,113477
okvqa_val_5665385,COCO_val2014_000000566538.jpg,shuffled_mask,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000566538\shuffled.png,2761228067,0.27584,0,113477,113477
okvqa_val_5734555,COCO_val2014_000000573455.jpg,random_control_01,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000573455\random16\random_control_01.png,2136407218,0.651614,0,180713,180713
okvqa_val_5734555,COCO_val2014_000000573455.jpg,random_control_02,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000573455\random16\random_control_02.png,2221535658,0.649759,0,180713,180713
okvqa_val_5734555,COCO_val2014_000000573455.jpg,random_control_03,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000573455\random16\random_control_03.png,2352453277,0.65893,0,180713,180713
okvqa_val_5734555,COCO_val2014_000000573455.jpg,random_control_04,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000573455\random16\random_control_04.png,252143995,0.657712,0,180713,180713
okvqa_val_5734555,COCO_val2014_000000573455.jpg,random_control_05,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000573455\random16\random_control_05.png,3356508916,0.656542,0,180713,180713
okvqa_val_5734555,COCO_val2014_000000573455.jpg,random_control_06,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000573455\random16\random_control_06.png,2231528775,0.649059,0,180713,180713
okvqa_val_5734555,COCO_val2014_000000573455.jpg,random_control_07,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000573455\random16\random_control_07.png,1348566514,0.638125,0,180713,180713
okvqa_val_5734555,COCO_val2014_000000573455.jpg,random_control_08,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000573455\random16\random_control_08.png,3595317329,0.661782,0,180713,180713
okvqa_val_5734555,COCO_val2014_000000573455.jpg,random_control_09,E:\Bridging\annotation\stage3_paperpack72_labelme\paperpack81_final_assets\exported_masks\COCO_val2014_000000573455\random16\random_control_09.png,2009181307,0.642786,0,180713,180713
